# {'semester': '6', 'session': 'ses24-0.txt', 'student': 'y', 'age': '22', 'tstamp': '20160621_1542', 'id': '24', 'sex': 'm'}
city_left;city_right;response;rt
Montreal;Tianjin;Montreal;1.4486
Kano;Harbin;Harbin;1.2844
Tokio;London;London;0.5246
Durban;Tokio;Tokio;5.3643
Santiago;Ankara;Ankara;1.5088
Tianjin;Busan;Tianjin;0.9667
Seoul;Ankara;Ankara;1.1321
Wuhan;Ankara;Ankara;1.6124
Busan;Durban;Durban;3.8889
Shanghai;London;Shanghai;1.0281
Tokio;Ibadan;Tokio;4.1125
Tokio;Chongqing;Tokio;1.1962
Seoul;Kano;Seoul;0.9091
Wuhan;Bangkok;Bangkok;1.0538
Ankara;Busan;Ankara;1.2562
Busan;London;London;0.8825
Kano;Tianjin;Tianjin;1.0143
Busan;Rangun;Rangun;2.0018
Tokio;Busan;Tokio;0.9202
London;Ankara;London;0.9051
Bangkok;Rangun;Bangkok;0.9871
Durban;Kano;Durban;2.0704
Santiago;Seoul;Seoul;4.0753
Chongqing;Durban;Chongqing;1.6939
Rangun;Montreal;Montreal;0.9211
Kano;Ankara;Ankara;1.0011
Durban;Tianjin;Tianjin;1.4090
Ibadan;Santiago;Santiago;1.7869
Rangun;Wuhan;Rangun;1.5453
Ibadan;Busan;Ibadan;2.6872
Harbin;Seoul;Seoul;1.1892
Montreal;Bangkok;Bangkok;1.3673
Santiago;Durban;Santiago;1.1586
Ibadan;Rangun;Rangun;0.7902
Shanghai;Seoul;Shanghai;5.3196
Tianjin;Harbin;Tianjin;0.9086
Wuhan;Ibadan;Ibadan;1.5626
London;Wuhan;London;1.0005
Rangun;Tianjin;Tianjin;2.2729
Santiago;Kano;Santiago;0.9403
London;Seoul;London;0.5462
Kano;Bangkok;Bangkok;0.9016
London;Tianjin;London;0.5410
Ibadan;Durban;Durban;1.4016
Shanghai;Santiago;Shanghai;0.8833
Harbin;Ibadan;Ibadan;1.6692
Ankara;Rangun;Ankara;1.2849
Ibadan;Seoul;Seoul;0.9053
Ibadan;Chongqing;Chongqing;0.8281
Rangun;Santiago;Santiago;1.8778
Santiago;Montreal;Santiago;2.6963
Santiago;Tianjin;Tianjin;1.1011
Durban;Shanghai;Shanghai;2.0348
Tokio;Rangun;Tokio;1.0329
Seoul;Tianjin;Tianjin;1.4916
Kano;Tokio;Tokio;0.8486
