# {'semester': '8', 'session': 'ses23-0.txt', 'student': 'y', 'age': '22', 'tstamp': '20160623_1253', 'id': '23', 'sex': 'm'}
city_left;city_right;response;rt
Bangkok;Busan;Bangkok;3.0617
Durban;Ankara;Ankara;5.0353
Harbin;Santiago;Santiago;2.3585
Ibadan;London;London;3.5563
Shanghai;Chongqing;Shanghai;2.3977
Busan;London;London;2.2529
Durban;Tokio;Tokio;2.0173
Montreal;Kano;Montreal;1.8496
Wuhan;Shanghai;Shanghai;1.9956
Bangkok;Shanghai;Shanghai;1.5979
Tianjin;Ankara;Tianjin;1.7977
London;Tianjin;Tianjin;4.2458
Wuhan;Bangkok;Bangkok;2.1826
Bangkok;Ibadan;Bangkok;2.3319
Kano;Ankara;Ankara;4.2797
Busan;Kano;Busan;2.3159
Chongqing;Tianjin;Tianjin;3.7835
Harbin;Seoul;Seoul;1.5509
Harbin;Ibadan;Ibadan;8.6613
