# {'semester': '11', 'session': 'ses19-0.txt', 'student': 'y', 'age': '25', 'tstamp': '20160625_2038', 'id': '19', 'sex': 'm'}
city_left;city_right;response;rt
Chongqing;Montreal;Chongqing;1.6050
Kano;Wuhan;Wuhan;1.2780
Montreal;Shanghai;Shanghai;1.0682
Ankara;Bangkok;Bangkok;1.0339
Tianjin;Bangkok;Tianjin;1.4844
Harbin;London;London;1.1188
Ankara;Tokio;Tokio;0.9688
Tokio;Chongqing;Chongqing;1.1116
Montreal;Ankara;Montreal;1.4802
Kano;Shanghai;Shanghai;1.2344
Wuhan;Chongqing;Chongqing;2.2223
London;Montreal;London;1.6576
Kano;Tokio;Tokio;1.0614
London;Seoul;Seoul;1.6296
Tianjin;Busan;Tianjin;2.4030
Ankara;Ibadan;Ibadan;1.0840
Montreal;Tianjin;Tianjin;1.4570
Shanghai;Busan;Shanghai;0.9671
Tokio;Shanghai;Tokio;0.8437
Kano;Bangkok;Bangkok;1.4342
Wuhan;Tokio;Tokio;0.8901
Rangun;Montreal;Rangun;3.0311
Busan;Seoul;Seoul;1.1663
Rangun;Santiago;Rangun;1.6195
Seoul;Montreal;Seoul;2.4371
Tianjin;Wuhan;Tianjin;1.3095
Durban;Shanghai;Shanghai;1.0657
Santiago;Wuhan;Wuhan;3.3672
Ibadan;London;London;1.2949
Rangun;Wuhan;Wuhan;4.1671
Ibadan;Rangun;Rangun;1.0920
Ankara;Busan;Busan;0.8954
Durban;Tokio;Tokio;1.7086
Santiago;Seoul;Seoul;1.2990
Bangkok;Harbin;Bangkok;1.3031
London;Tianjin;London;1.7082
Chongqing;London;London;1.9495
